,Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS
767,Gary Sanchez,26,0,MLB-AL,New York,97,411,369,55,86,10,1,32,71,34,3,112,7,0,1,3,0,0,0.233,0.309,0.526,0.835
768,Yolmer Sanchez,27,0,MLB-AL,Chicago,126,461,415,53,107,16,4,2,33,35,1,100,4,6,1,7,5,1,0.258,0.321,0.33,0.6509999999999999
769,Pablo Sandoval,32,0,MLB-NL,San Francisco,108,296,272,42,73,23,0,14,41,18,2,67,1,2,3,8,1,0,0.268,0.313,0.507,0.82
770,Patrick Sandoval,22,27,MLB-AL,Los Angeles,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
771,Miguel Sano,26,0,MLB-AL,Minnesota,86,358,310,61,73,17,1,26,58,45,0,129,2,0,1,3,0,0,0.235,0.335,0.5479999999999999,0.884
772,Carlos Santana,33,0,MLB-AL,Cleveland,134,582,482,96,140,27,1,31,82,98,10,88,1,0,1,13,4,0,0.29,0.41100000000000003,0.544,0.9540000000000001
773,Danny Santana,28,0,MLB-AL,Texas,109,423,400,66,115,21,6,24,63,15,2,125,3,0,4,5,13,5,0.28800000000000003,0.315,0.55,0.865
774,Dennis Santana,23,141,MLB-NL,Los Angeles,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0
775,Domingo Santana,26,14,MLB-AL,Seattle,115,496,441,63,113,20,1,21,69,49,1,159,2,0,2,10,8,3,0.256,0.332,0.449,0.7809999999999999
776,Anthony Santander,24,0,MLB-AL,Baltimore,75,322,300,38,88,19,1,16,47,16,0,61,2,1,3,0,1,1,0.293,0.33,0.523,0.8540000000000001
777,Scott Schebler,28,121,MLB-NL,Cincinnati,30,95,81,11,10,2,0,2,7,14,0,27,0,0,0,3,0,1,0.12300000000000001,0.253,0.222,0.475
778,Max Scherzer,34,2,MLB-NL,Washington,23,50,46,5,8,0,0,0,2,0,0,22,0,4,0,1,1,0,0.174,0.174,0.174,0.348
779,Jonathan Schoop,27,1,MLB-AL,Minnesota,102,397,371,57,97,21,0,21,53,16,1,100,9,0,1,11,1,1,0.261,0.307,0.488,0.795
781,Kyle Schwarber,26,0,MLB-NL,Chicago,130,506,439,65,101,20,1,32,73,58,4,128,4,0,5,5,1,3,0.23,0.322,0.499,0.821
782,Frank Schwindel,27,144,MLB-AL,Kansas City,6,15,15,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.067,0.067,0.067,0.133
783,Corey Seager,25,0,MLB-NL,Los Angeles,112,453,405,66,108,39,0,12,61,40,2,84,4,0,4,6,1,0,0.267,0.336,0.452,0.787
784,Kyle Seager,31,0,MLB-AL,Seattle,82,343,304,44,76,17,1,19,53,34,0,70,3,0,2,7,2,1,0.25,0.32899999999999996,0.5,0.8290000000000001
785,Jean Segura,29,1,MLB-NL,Philadelphia,122,531,492,71,141,32,4,11,53,28,1,63,8,1,2,9,7,2,0.287,0.33399999999999996,0.435,0.769
786,Marcus Semien,28,0,MLB-AL,Oakland,137,632,559,98,152,34,6,25,73,71,1,91,1,0,1,10,7,5,0.272,0.354,0.488,0.843
787,Antonio Senzatela,24,2,MLB-NL,Colorado,19,38,33,1,0,0,0,0,1,1,0,20,0,4,0,0,0,0,0.0,0.028999999999999998,0.0,0.028999999999999998
788,Nick Senzel,24,0,MLB-NL,Cincinnati,99,406,367,55,94,20,4,12,42,30,0,97,3,0,1,6,14,4,0.256,0.317,0.431,0.747
789,Pedro Severino,25,0,MLB-AL,Baltimore,81,298,267,32,68,12,0,11,38,24,0,67,4,1,2,4,3,1,0.255,0.32299999999999995,0.423,0.746
790,Paul Sewald,29,138,MLB-NL,New York,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
791,Travis Shaw,29,0,MLB-NL,Milwaukee,67,236,203,18,33,5,0,6,13,29,3,76,4,0,0,5,0,0,0.163,0.28,0.276,0.556
792,Jimmie Sherfy,27,102,MLB-NL,Arizona,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
793,Chasen Shreve,28,41,MLB-NL,St. Louis,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.0,,
794,JB Shuck,32,121,MLB-NL,Pittsburgh,27,57,47,4,10,0,1,0,2,8,0,10,1,1,0,0,1,1,0.213,0.33899999999999997,0.255,0.595
795,Andrelton Simmons,29,0,MLB-AL,Los Angeles,81,334,313,39,84,16,0,6,31,20,1,28,1,0,0,18,9,1,0.268,0.314,0.377,0.691
796,Lucas Sims,25,33,MLB-NL,Cincinnati,3,6,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0
797,Chance Sisco,24,0,MLB-AL,Baltimore,48,168,146,25,32,6,0,8,20,15,0,51,7,0,0,4,0,1,0.21899999999999997,0.321,0.425,0.746
798,Tyler Skaggs,27,70,MLB-AL,Los Angeles,2,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.33299999999999996,0.0,0.33299999999999996
799,Matt Skole,29,0,MLB-AL,Chicago,21,62,55,6,12,2,0,0,6,6,0,21,0,0,1,0,0,0,0.218,0.29,0.255,0.545
800,Austin Slater,26,0,MLB-NL,San Francisco,49,147,124,18,35,9,3,5,21,21,1,42,2,0,0,1,1,0,0.282,0.395,0.524,0.919
801,Burch Smith,29,113,MLB-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
802,Caleb Smith,27,0,MLB-NL,Miami,22,40,37,2,9,2,0,0,2,0,0,13,0,3,0,1,0,0,0.243,0.243,0.297,0.541
803,Dominic Smith,24,37,MLB-NL,New York,86,196,176,34,49,10,0,10,22,19,0,44,1,0,0,5,1,2,0.278,0.35200000000000004,0.506,0.858
804,Dwight Smith Jr.,26,0,MLB-AL,Baltimore,85,345,315,41,74,15,2,12,48,23,0,68,3,0,4,8,5,1,0.235,0.29,0.41,0.6990000000000001
805,Kevan Smith,31,0,MLB-AL,Los Angeles,50,156,138,18,30,9,0,2,12,14,0,28,3,0,1,7,1,0,0.217,0.301,0.326,0.627
807,Mallex Smith,26,0,MLB-AL,Seattle,115,503,454,65,110,19,9,6,35,37,0,124,9,2,1,5,39,8,0.242,0.311,0.363,0.675
808,Will Smith,29,16,MLB-NL,San Francisco,2,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0
809,Will Smith,24,1,MLB-NL,Los Angeles,37,129,113,22,33,8,0,13,34,12,1,35,2,0,2,1,1,0,0.292,0.364,0.708,1.072
810,Justin Smoak,32,0,MLB-AL,Toronto,108,448,368,50,79,13,0,20,55,74,1,93,5,0,1,9,0,0,0.215,0.353,0.413,0.7659999999999999
811,Drew Smyly,30,5,"MLB-NL,MLB-AL","Philadelphia,Texas",7,12,11,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0.0,0.083,0.0,0.083
812,Chad Sobotka,25,36,MLB-NL,Atlanta,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
813,Eric Sogard,33,0,MLB-AL,"Toronto,Tampa Bay",101,425,380,59,115,23,2,13,40,38,2,61,1,3,3,3,8,0,0.303,0.365,0.47600000000000003,0.841
814,Nick Solak,24,0,MLB-AL,Texas,13,51,42,9,14,3,1,1,5,6,1,12,3,0,0,0,1,0,0.33299999999999996,0.451,0.524,0.975
815,Donovan Solano,31,0,MLB-NL,San Francisco,68,204,192,26,65,12,0,4,21,9,0,42,1,0,2,3,0,1,0.33899999999999997,0.368,0.46399999999999997,0.831
816,Yangervis Solarte,31,118,MLB-NL,San Francisco,28,78,73,9,15,5,0,1,7,4,1,16,0,1,0,4,0,0,0.205,0.247,0.315,0.562
817,Jorge Soler,27,0,MLB-AL,Kansas City,138,576,499,75,125,27,0,38,97,63,2,151,9,0,3,15,1,1,0.251,0.34299999999999997,0.5329999999999999,0.8759999999999999
818,Mike Soroka,21,10,MLB-NL,Atlanta,22,53,44,2,4,0,0,0,3,1,0,18,2,6,0,1,0,0,0.091,0.149,0.091,0.24
819,Edmundo Sosa,23,44,MLB-NL,St. Louis,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5
820,Gregory Soto,24,100,MLB-AL,Detroit,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
821,Juan Soto,20,0,MLB-NL,Washington,124,550,460,94,137,26,5,31,95,84,2,108,2,0,4,9,12,1,0.298,0.405,0.578,0.9840000000000001
822,Cory Spangenberg,28,0,MLB-NL,Milwaukee,8,23,23,1,6,2,0,0,1,0,0,7,0,0,0,1,0,0,0.261,0.261,0.348,0.609
823,Glenn Sparkman,27,57,MLB-AL,Kansas City,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
824,George Springer,29,0,MLB-AL,Houston,103,479,411,79,121,19,3,29,77,58,1,97,6,0,4,11,5,1,0.294,0.386,0.5670000000000001,0.953
825,Jacob Stallings,29,1,MLB-NL,Pittsburgh,54,160,144,20,39,4,0,4,10,13,5,32,2,1,0,1,0,0,0.271,0.34,0.382,0.722
826,Eric Stamets,27,139,MLB-AL,Cleveland,15,48,41,4,2,1,0,0,2,5,0,24,0,1,1,2,0,0,0.049,0.149,0.073,0.222
827,Craig Stammen,35,28,MLB-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
828,Giancarlo Stanton,29,68,MLB-AL,New York,9,38,31,4,9,1,0,1,7,7,0,13,0,0,0,1,0,0,0.29,0.42100000000000004,0.419,0.84
829,Bubba Starling,26,1,MLB-AL,Kansas City,39,151,142,19,30,4,0,3,9,7,0,48,1,1,0,2,1,0,0.21100000000000002,0.253,0.303,0.556
830,Max Stassi,28,0,MLB-AL,"Houston,Los Angeles",50,145,130,7,18,1,0,1,5,12,0,49,1,0,2,3,0,0,0.138,0.214,0.16899999999999998,0.38299999999999995
831,Robert Stephenson,26,96,MLB-NL,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
833,Andrew Stevenson,25,0,MLB-NL,Washington,19,25,21,3,7,1,0,0,0,3,0,7,1,0,0,1,0,0,0.33299999999999996,0.44,0.381,0.821
834,Brock Stewart,27,155,MLB-NL,Los Angeles,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33299999999999996,0.33299999999999996,0.667,1.0
835,Christin Stewart,25,34,MLB-AL,Detroit,81,327,285,27,68,21,1,7,33,31,3,78,6,0,5,2,0,1,0.239,0.321,0.39299999999999996,0.7140000000000001
836,DJ Stewart,25,0,MLB-AL,Baltimore,22,77,71,5,18,4,0,0,3,5,1,19,1,0,0,1,1,1,0.254,0.312,0.31,0.622
837,Trevor Story,26,0,MLB-NL,Colorado,124,560,506,98,150,34,5,29,75,45,0,142,6,0,3,2,19,7,0.29600000000000004,0.359,0.555,0.914
838,Matt Strahm,27,4,MLB-NL,San Diego,16,27,21,1,6,2,0,0,1,2,0,12,0,4,0,0,0,0,0.28600000000000003,0.348,0.381,0.7290000000000001
839,Stephen Strasburg,30,1,MLB-NL,Washington,29,70,63,4,11,1,0,1,9,3,0,20,0,4,0,0,0,0,0.175,0.212,0.23800000000000002,0.45
840,Chris Stratton,28,50,"MLB-AL,MLB-NL","Los Angeles,Pittsburgh",3,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0
841,Myles Straw,24,7,MLB-AL,Houston,43,103,86,19,20,3,1,0,4,16,0,22,0,1,0,1,7,1,0.233,0.353,0.29100000000000004,0.644
842,Ross Stripling,29,0,MLB-NL,Los Angeles,12,22,19,1,3,0,0,0,1,1,0,6,0,2,0,1,0,0,0.158,0.2,0.158,0.358
843,Marcus Stroman,28,0,"MLB-NL,MLB-AL","New York,Toronto",7,15,13,2,1,0,0,0,0,0,0,8,0,2,0,0,0,0,0.077,0.077,0.077,0.154
844,Garrett Stubbs,26,25,MLB-AL,Houston,9,27,25,2,4,1,0,0,2,2,0,5,0,0,0,0,1,0,0.16,0.222,0.2,0.42200000000000004
845,Andrew Suarez,26,99,MLB-NL,San Francisco,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
846,Eugenio Suarez,27,0,MLB-NL,Cincinnati,136,568,498,77,130,20,1,40,87,54,3,161,10,0,6,12,3,2,0.261,0.342,0.546,0.888
847,Jose Suarez,21,26,MLB-AL,Los Angeles,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
848,Ranger Suarez,23,9,MLB-NL,Philadelphia,3,4,3,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667
849,Jesus Sucre,31,128,MLB-AL,Baltimore,20,67,62,3,13,2,0,0,3,4,0,13,1,0,0,1,0,0,0.21,0.26899999999999996,0.242,0.511
850,Wander Suero,27,144,MLB-NL,Washington,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
851,Ichiro Suzuki,45,164,MLB-AL,Seattle,2,6,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.16699999999999998,0.0,0.16699999999999998
852,Kurt Suzuki,35,1,MLB-NL,Washington,77,288,261,33,69,10,0,15,54,18,1,34,6,0,3,10,0,1,0.264,0.32299999999999995,0.475,0.7979999999999999
853,Dansby Swanson,25,0,MLB-NL,Atlanta,105,452,403,66,104,22,3,17,60,38,1,95,5,1,5,7,7,3,0.258,0.326,0.45399999999999996,0.78
854,Erik Swanson,25,131,MLB-AL,Seattle,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
855,Blake Swihart,27,21,"MLB-NL,MLB-AL","Arizona,Boston",43,99,92,13,15,1,0,4,13,6,0,36,1,0,0,2,0,0,0.163,0.222,0.304,0.527
856,Noah Syndergaard,26,4,MLB-NL,New York,24,58,54,6,6,1,0,2,2,3,0,39,0,1,0,0,0,0,0.111,0.158,0.24100000000000002,0.39899999999999997
857,Jameson Taillon,27,129,MLB-NL,Pittsburgh,5,11,8,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0.25,0.25,0.25,0.5
859,Masahiro Tanaka,30,123,MLB-AL,New York,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
860,Raimel Tapia,25,9,MLB-NL,Colorado,117,393,373,49,108,22,5,8,38,20,0,83,0,0,0,2,5,3,0.29,0.326,0.44,0.765
861,Fernando Tatis Jr.,20,19,MLB-NL,San Diego,84,372,334,61,106,13,6,22,53,30,1,110,5,0,3,4,16,6,0.317,0.379,0.59,0.9690000000000001
862,Mike Tauchman,28,0,MLB-AL,New York,81,277,244,43,67,17,1,12,45,31,0,70,1,0,1,9,6,0,0.275,0.35700000000000004,0.5,0.857
863,Beau Taylor,29,31,MLB-AL,Oakland,9,27,22,3,4,0,0,2,2,4,0,6,1,0,0,0,0,0,0.182,0.33299999999999996,0.455,0.7879999999999999
864,Chris Taylor,28,0,MLB-NL,Los Angeles,102,342,302,40,80,24,4,9,45,32,3,92,2,2,4,5,7,0,0.265,0.335,0.46,0.7959999999999999
865,Michael A. Taylor,28,70,MLB-NL,Washington,43,85,76,6,16,5,0,0,2,7,0,32,0,2,0,0,4,0,0.21100000000000002,0.27699999999999997,0.276,0.5529999999999999
866,Julio Teheran,28,0,MLB-NL,Atlanta,29,55,50,1,6,1,0,0,4,0,0,21,0,4,1,0,0,0,0.12,0.11800000000000001,0.14,0.258
867,Ruben Tejada,29,12,MLB-NL,New York,6,9,9,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0
868,Rowdy Tellez,24,0,MLB-AL,Toronto,90,331,303,35,66,14,0,15,43,22,3,94,4,0,2,9,1,1,0.218,0.278,0.413,0.69
869,Matt Thaiss,24,0,MLB-AL,Los Angeles,39,120,108,13,20,4,0,6,19,12,0,37,0,0,0,2,0,0,0.185,0.267,0.389,0.6559999999999999
870,Eric Thames,32,0,MLB-NL,Milwaukee,124,374,322,54,83,19,2,19,51,44,4,116,6,0,2,0,3,2,0.258,0.35600000000000004,0.506,0.862
871,Lane Thomas,23,5,MLB-NL,St. Louis,34,44,38,6,12,0,1,4,12,4,0,8,2,0,0,1,1,1,0.316,0.409,0.684,1.093
872,Trent Thornton,25,110,MLB-AL,Toronto,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.3330000000000002
873,Charlie Tilson,26,47,MLB-AL,Chicago,54,157,144,16,33,5,0,1,12,10,1,38,3,0,0,1,4,0,0.22899999999999998,0.293,0.285,0.578
874,Jesus Tinoco,24,7,MLB-NL,Colorado,5,5,5,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0.2,0.4
875,Yasmany Tomas,28,33,MLB-NL,Arizona,4,6,6,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0.0,0.0,0.0,0.0
876,Josh Tomlin,34,17,MLB-NL,Atlanta,5,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0
877,Abraham Toro,22,0,MLB-AL,Houston,8,34,29,6,6,0,0,2,4,5,0,6,0,0,0,1,0,1,0.207,0.324,0.414,0.737
878,Gleyber Torres,22,0,MLB-AL,New York,126,527,473,87,135,21,0,33,78,46,3,106,2,1,5,9,4,2,0.285,0.348,0.539,0.887
879,Touki Toussaint,23,78,MLB-NL,Atlanta,6,10,9,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0.0,0.0,0.0,0.0
880,Wilfredo Tovar,27,11,MLB-AL,Los Angeles,31,88,83,5,16,5,0,0,5,5,0,15,0,0,0,0,0,0,0.193,0.239,0.253,0.49200000000000005
881,Sam Travis,25,0,MLB-AL,Boston,47,128,117,16,28,4,0,6,15,10,2,28,0,0,1,4,2,0,0.239,0.297,0.42700000000000005,0.7240000000000001
882,Jose Trevino,26,0,MLB-AL,Texas,20,51,49,7,12,4,0,1,5,1,0,15,0,1,0,3,0,0,0.245,0.26,0.38799999999999996,0.648
883,Mike Trout,27,0,MLB-AL,Los Angeles,129,585,458,106,134,27,2,43,101,107,13,118,16,0,4,5,11,0,0.293,0.439,0.642,1.081
885,Cole Tucker,22,14,MLB-NL,Pittsburgh,41,123,113,11,22,8,0,2,10,8,1,34,1,1,0,1,0,0,0.195,0.254,0.319,0.573
886,Troy Tulowitzki,34,151,MLB-AL,New York,5,13,11,1,2,1,0,1,1,2,0,4,0,0,0,1,0,0,0.182,0.308,0.545,0.853
887,Spencer Turnbull,26,93,MLB-AL,Detroit,3,8,8,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0
888,Justin Turner,34,0,MLB-NL,Los Angeles,127,522,457,78,134,24,0,26,65,48,1,85,12,0,5,10,2,0,0.293,0.37200000000000005,0.516,0.888
889,Trea Turner,26,0,MLB-NL,Washington,96,450,408,73,120,27,5,13,44,37,2,88,3,0,2,9,29,5,0.294,0.35600000000000004,0.48,0.836
890,Duane Underwood Jr.,24,26,MLB-NL,Chicago,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
891,Justin Upton,31,0,MLB-AL,Los Angeles,56,228,194,31,41,7,0,10,35,29,0,70,0,0,5,4,1,0,0.21100000000000002,0.307,0.402,0.7090000000000001
892,Jose Urena,27,86,MLB-NL,Miami,13,22,19,1,0,0,0,0,0,1,0,14,0,2,0,1,0,0,0.0,0.05,0.0,0.05
893,Richard Urena,23,11,MLB-AL,Toronto,18,44,41,2,10,3,0,0,0,1,0,13,0,2,0,0,0,0,0.244,0.262,0.317,0.579
894,Julio Urias,22,16,MLB-NL,Los Angeles,14,18,12,0,3,0,0,0,2,1,0,4,0,5,0,0,0,0,0.25,0.308,0.25,0.5579999999999999
895,Luis Urias,22,0,MLB-NL,San Diego,48,160,135,19,24,4,1,2,14,19,0,34,6,0,0,6,0,0,0.17800000000000002,0.306,0.267,0.573
896,Jose Urquidy,24,37,MLB-AL,Houston,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0
897,Gio Urshela,27,4,MLB-AL,New York,114,414,384,66,127,32,0,18,67,22,0,72,4,0,4,12,1,1,0.331,0.37,0.555,0.924
898,Pat Valaika,26,0,MLB-NL,Colorado,26,57,51,6,7,1,0,1,2,6,0,23,0,0,0,1,0,0,0.13699999999999998,0.228,0.21600000000000003,0.444
899,Breyvic Valera,27,20,MLB-AL,New York,11,37,32,5,7,1,1,0,3,4,0,5,1,0,0,0,0,0,0.21899999999999997,0.324,0.313,0.637
900,Josh VanMeter,24,0,MLB-NL,Cincinnati,73,195,171,26,45,11,1,6,19,21,0,40,2,0,1,3,6,3,0.263,0.349,0.444,0.7929999999999999
901,Ildemaro Vargas,27,1,MLB-NL,Arizona,78,187,177,23,46,7,0,5,21,9,0,21,0,0,1,6,1,0,0.26,0.294,0.384,0.6779999999999999
902,Jason Vargas,36,1,MLB-NL,"New York,Philadelphia",21,41,37,0,3,0,0,0,0,0,0,21,0,4,0,1,0,0,0.081,0.081,0.081,0.162
903,Christian Vazquez,28,0,MLB-AL,Boston,117,446,416,55,114,23,1,19,58,24,3,89,0,3,3,15,2,2,0.27399999999999997,0.312,0.47100000000000003,0.7829999999999999
904,Felipe Vazquez,27,12,MLB-NL,Pittsburgh,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
905,Vince Velasquez,27,4,MLB-NL,Philadelphia,19,30,25,2,6,0,0,1,3,2,0,7,0,3,0,1,0,0,0.24,0.29600000000000004,0.36,0.6559999999999999
906,Andrew Velazquez,24,95,MLB-AL,Tampa Bay,10,12,12,2,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0.083,0.083,0.16699999999999998,0.25
907,Hector Velazquez,30,147,MLB-AL,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
908,Alex Verdugo,23,28,MLB-NL,Los Angeles,106,377,343,43,101,22,2,12,44,26,1,49,2,0,6,8,4,1,0.294,0.342,0.475,0.8170000000000001
909,Justin Verlander,36,75,MLB-AL,Houston,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0
911,Jonathan Villar,28,0,MLB-AL,Baltimore,136,592,528,93,147,29,4,20,62,55,0,144,3,2,4,8,33,8,0.278,0.34700000000000003,0.462,0.81
912,Meibrys Viloria,22,0,MLB-AL,Kansas City,27,98,90,5,22,5,0,1,11,7,0,25,0,0,1,3,0,1,0.244,0.29600000000000004,0.33299999999999996,0.629
913,Nick Vincent,32,100,MLB-NL,San Francisco,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0
914,Daniel Vogelbach,26,0,MLB-AL,Seattle,124,494,409,70,89,16,0,29,72,81,2,126,2,0,2,3,0,0,0.218,0.348,0.469,0.818
915,Stephen Vogt,34,0,MLB-NL,San Francisco,80,222,202,23,55,21,2,8,31,16,0,51,1,0,3,0,0,0,0.272,0.324,0.515,0.8390000000000001
916,Luke Voit,28,0,MLB-AL,New York,97,428,359,61,99,16,1,19,54,60,2,120,8,0,1,10,0,0,0.276,0.39,0.485,0.875
917,Austin Voth,27,58,MLB-NL,Washington,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
918,Joey Votto,35,0,MLB-NL,Cincinnati,120,518,452,67,118,26,1,13,41,59,2,107,4,0,3,11,4,0,0.261,0.349,0.409,0.759
919,Michael Wacha,27,1,MLB-NL,St. Louis,19,36,33,3,6,1,0,0,3,0,0,18,0,3,0,0,0,0,0.182,0.182,0.212,0.39399999999999996
920,LaMonte Wade Jr,25,0,MLB-AL,Minnesota,3,5,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.4,0.0,0.4
921,Tyler Wade,24,4,MLB-AL,New York,25,67,57,10,12,1,0,1,6,7,0,20,1,2,0,0,6,0,0.21100000000000002,0.308,0.281,0.588
922,Jacob Waguespack,25,10,MLB-AL,Toronto,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5
923,Adam Wainwright,37,6,MLB-NL,St. Louis,23,46,38,4,5,1,0,0,2,2,0,15,0,5,1,0,0,0,0.132,0.171,0.158,0.32899999999999996
924,Marcus Walden,30,147,MLB-AL,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
925,Mitch Walding,26,131,MLB-NL,Philadelphia,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
926,Christian Walker,28,0,MLB-NL,Arizona,129,511,449,72,118,22,1,24,61,56,4,131,5,0,1,8,8,0,0.263,0.35,0.47700000000000004,0.8270000000000001
927,Jeremy Walker,24,24,MLB-NL,Atlanta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
928,Neil Walker,33,0,MLB-NL,Miami,96,320,285,29,74,15,1,6,29,33,0,63,1,0,1,7,2,0,0.26,0.33799999999999997,0.382,0.72
929,Chad Wallach,27,103,MLB-NL,Miami,19,54,48,4,12,3,0,1,3,6,0,12,0,0,0,0,0,0,0.25,0.33299999999999996,0.375,0.708
930,Jared Walsh,25,26,MLB-AL,Los Angeles,15,40,38,3,9,2,0,0,2,2,1,16,0,0,0,0,0,0,0.237,0.275,0.289,0.564
931,Taylor Ward,25,40,MLB-AL,Los Angeles,7,11,10,1,1,1,0,0,0,1,0,7,0,0,0,0,0,0,0.1,0.182,0.2,0.382
932,Luke Weaver,25,98,MLB-NL,Arizona,12,21,19,2,2,0,0,1,4,0,0,11,0,1,1,0,0,0,0.105,0.1,0.263,0.363
933,Jacob Webb,25,95,MLB-NL,Atlanta,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
934,Logan Webb,22,1,MLB-NL,San Francisco,3,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.25,0.0,0.25
935,Joey Wendle,29,0,MLB-AL,Tampa Bay,52,180,162,16,34,11,1,1,13,8,0,32,7,0,3,3,5,1,0.21,0.272,0.309,0.581
937,Zack Wheeler,29,2,MLB-NL,New York,23,52,46,5,11,2,0,1,4,2,0,17,2,2,0,0,0,0,0.239,0.3,0.348,0.648
938,Tyler White,28,21,"MLB-AL,MLB-NL","Houston,Los Angeles",83,279,240,18,50,14,0,3,23,36,0,78,0,0,3,7,0,0,0.20800000000000002,0.308,0.304,0.612
939,Brad Wieck,27,64,MLB-NL,San Diego,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
940,Matt Wieters,33,1,MLB-NL,St. Louis,58,172,158,14,34,4,0,10,23,11,0,46,1,0,2,3,1,0,0.215,0.267,0.43,0.698
941,Aaron Wilkerson,30,14,MLB-NL,Milwaukee,2,3,3,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0.33299999999999996,0.33299999999999996,1.3330000000000002,1.6669999999999998
